date,B5_5_PPFD,B5_6_PPFD,B5_7_PPFD,B5_8_PPFD,air_temp,외부_PPFD
2026-05-20 14:30:00,279.2,258.6,245.0,219.7,20.78,605.5
2026-05-20 14:40:00,259.9,235.7,221.6,207.3,20.43,563.6
2026-05-20 14:50:00,252.7,228.1,213.3,197.0,19.25,553.8
2026-05-20 15:00:00,217.9,201.5,189.0,172.9,20.06,487.3
2026-05-20 15:10:00,188.8,172.7,166.4,150.2,18.88,435.4
2026-05-20 15:20:00,155.4,138.0,132.9,120.0,19.21,353.8
2026-05-20 15:30:00,140.0,127.2,120.6,107.8,18.51,327.0
2026-05-20 15:40:00,144.7,133.8,125.0,114.6,18.0,349.8
2026-05-20 15:50:00,130.5,120.3,114.3,103.2,17.1,320.3
2026-05-20 16:00:00,122.3,115.8,107.6,96.5,17.41,312.8
2026-05-20 16:10:00,106.9,99.5,92.7,85.0,16.5,278.4
2026-05-20 16:20:00,82.2,76.7,71.0,63.9,17.15,218.0
2026-05-20 16:30:00,84.7,74.3,74.8,69.0,16.99,221.2
2026-05-20 16:40:00,77.8,72.1,64.5,61.7,15.68,218.5
2026-05-20 16:50:00,82.8,74.4,71.1,66.9,15.73,232.0
2026-05-20 17:00:00,75.1,69.8,62.2,59.2,14.92,223.7
2026-05-20 17:10:00,67.1,62.2,57.1,52.7,14.55,202.1
2026-05-20 17:20:00,60.0,56.0,51.0,44.5,14.69,189.2
2026-05-20 17:30:00,56.7,50.1,43.1,42.1,13.95,179.0
2026-05-20 17:40:00,51.4,46.1,45.9,41.4,14.23,177.5
2026-05-20 17:50:00,45.3,44.3,40.9,41.1,12.91,171.1
2026-05-20 18:00:00,39.8,38.6,32.4,33.7,13.07,156.7
2026-05-20 18:10:00,33.7,32.1,31.6,30.0,12.27,134.3
2026-05-20 18:20:00,29.7,33.7,30.5,26.5,12.11,130.4
2026-05-20 18:30:00,87.6,83.3,86.0,84.2,11.16,114.1
2026-05-20 18:40:00,79.6,79.5,78.4,76.0,10.88,92.7
2026-05-20 18:50:00,80.8,76.7,73.9,77.3,10.4,76.8
2026-05-20 19:00:00,68.3,70.9,72.8,68.3,9.67,60.3
2026-05-20 19:10:00,68.8,72.3,70.6,65.0,10.26,45.9
2026-05-20 19:20:00,63.1,64.1,66.8,61.7,10.26,31.2
2026-05-20 19:30:00,62.4,63.7,61.0,67.3,10.24,21.7
2026-05-20 19:40:00,61.6,59.6,61.5,62.7,10.61,9.2
2026-05-20 19:50:00,55.3,59.3,60.9,59.3,10.58,0.0
2026-05-20 20:00:00,60.5,60.5,56.4,62.5,9.85,0.0
2026-05-20 20:10:00,63.8,61.7,60.9,61.4,10.15,0.0
2026-05-20 20:20:00,59.1,60.6,64.5,63.9,9.75,0.0
2026-05-20 20:30:00,60.5,62.5,61.3,56.9,10.01,0.0
2026-05-20 20:40:00,62.0,59.8,62.9,59.5,9.76,0.0
2026-05-20 20:50:00,59.7,59.3,60.4,59.1,10.65,0.0
2026-05-20 21:00:00,58.8,65.4,59.9,56.1,10.15,0.0
2026-05-20 21:10:00,55.4,60.8,60.8,62.1,9.91,0.0
2026-05-20 21:20:00,61.3,58.6,58.4,59.5,10.48,0.0
2026-05-20 21:30:00,59.8,58.6,58.1,61.5,9.13,0.0
2026-05-20 21:40:00,58.0,58.1,62.5,64.7,9.19,0.0
2026-05-20 21:50:00,60.3,61.9,62.7,59.3,10.32,0.0
2026-05-20 22:00:00,58.8,59.3,58.0,59.2,10.02,0.0
2026-05-20 22:10:00,58.9,60.3,61.9,60.2,10.1,0.0
2026-05-20 22:20:00,61.2,59.9,59.8,62.0,9.47,0.0
2026-05-20 22:30:00,57.3,61.5,60.7,58.9,9.99,0.0
2026-05-20 22:40:00,62.1,58.3,60.9,58.7,10.8,0.0
2026-05-20 22:50:00,57.2,57.8,62.0,62.1,10.33,0.0
2026-05-20 23:00:00,58.7,60.4,60.2,60.8,10.07,0.0
2026-05-20 23:10:00,63.8,61.2,62.8,55.9,9.82,0.0
2026-05-20 23:20:00,62.3,60.7,60.6,57.5,9.84,0.0
2026-05-20 23:30:00,60.2,58.4,61.2,63.0,9.15,0.0
2026-05-20 23:40:00,58.1,61.4,58.3,60.8,10.1,0.0
2026-05-20 23:50:00,58.9,58.5,64.3,58.5,10.34,0.0
